"","influencer.name","user_id","ideology.estimate"
"1",NA,NA,NA
"2","PressClubDC",47954642,1.16226510494143
"3","AnnCurry",20109973,-0.185430641806814
"4","gdebenedetti",230450027,0.608311373073558
"5","RonanFarrow",340613443,0.361481129743723
"6","LesterHoltNBC",25300308,0.529363600976991
"7","mj_lee",139738464,0.815788254595186
"8","DeanHeller",41363507,1.49707766145008
"9","ainsleyearhardt",186646579,1.54704929358155
"10","ANHQDC",21301913,1.49879245123382
"11","TeamJoeWilson",15116570,1.60975765254256
"12","newsmax",20545835,1.55647080187531
"13","MZHemingway",18005085,1.51879368262918
"14","riccimike",75690416,1.23366633934141
"15","nytmike",17436250,1.08805971676745
"16","JeffLandry",235258843,1.60054632128216
"17","HappeningNow",171154131,1.33207724877011
"18","SenateSAA",807253855,1.15188090125649
"19","adamgoldmanNYT",21534951,1.1324721848404
"20","EnvDefenseFund",20068053,0.291530988870992
"21","AJCGlobal",183767243,0.885325797840244
"22","craigmelvin",33972882,0.966840291073561
"23","RebeccaRKaplan",109446583,1.07162935383431
"24","MalcolmNance",2573480784,-1.70702518515052
"25","EvanMcS",20281013,0.978523297485728
"26","NBCLatino",377949581,-0.0232514653892876
"27","GregAbbott_TX",90651198,1.76105703740726
"28","CondoleezzaRice",388555493,0.385069395039201
"29","SarahPalinUSA",65493023,1.7373224452242
"30","SquawkCNBC",404422077,1.14941552388737
"31","nypost",17469289,1.30826928662545
"32","AmericanCancer",14282672,0.90320709945191
"33","HowardKurtz",15731368,1.16509727479851
"34","club4growth",14410652,1.75239685912908
"35","llerer",12670512,1.21364024239966
"36","tomfriedman",59157393,-2.04537666444823
"37","JuddLegum",15464697,0.485131566224455
"38","rubycramer",18697888,-0.190036003556176
"39","WTOP",17906632,1.20788427956763
"40","RepRichNugent",236479311,1.36069381921136
"41","brettguthrie",114607567,1.42417071556811
"42","TheIJR",474464413,0.933829263832095
"43","kararowland",18873711,1.0079155035213
"44","MarcACaputo",227373977,1.0467742758093
"45","ConfPolicy",154591966,1.52730862299711
"46","GLFOP",222196210,1.28922568760922
"47","dberrygannett",239974061,0.969691082076061
"48","SenateCommerce",386092483,1.30016096899508
"49","EPWDems",245891006,0.150299748705358
"50","DarrenGoode",110004599,0.0302942605960091
"51","ajjaffe",28049266,1.03958624624669
"52","SilvestreReyes",115111016,0.486257420641422
"53","AnthonyAdragna",460246990,1.05688706718078
"54","JStein_WaPo",334385278,-1.13454543787233
"55","VelshiMSNBC",69193833,-0.615627880699722
"56","JoePerticone",2369949012,1.40513484819876
"57","singernews",242418441,1.0272553278297
"58","AmbPower44",1615463502,0.240963172091012
"59","SecretsBedard",18029328,1.31250081724903
"60","KThomasDC",15463486,1.00728966379939
"61","mikiebarb",282545479,0.958206971577753
"62","AmericasVoice",16302354,-1.28641903388912
"63","David_Gergen",243291022,0.991777673832023
"64","elizacollins1",264025526,1.2073806880788
"65","davidshepardson",26283307,1.1609003671272
"66","anniekarni",309282144,0.936468806122325
"67","krystalball",21862217,-1.67566608460358
"68","johnpodesta",1071777608,-0.202609763906333
"69","freedomcaucus",2990729241,1.76974510597469
"70","davidgura",14888467,0.172304742896137
"71","GrayDCnews",3305610617,1.43170922277614
"72","Campaign4Kids",197567344,0.523011252875448
"73","BGOV",95506425,1.10530535127866
"74","Earthjustice",17793878,-1.75455512120088
"75","WydenPress",292495654,0.510988090322436
"76","NALC_National",198532943,-0.404139651975104
"77","TomPerez",4797361833,-2.09051115981546
"78","martinmatishak",23848444,1.14226505234249
"79","NatGeo",17471979,0.776570665302156
"80","RepMcLeod",1027156464,-0.723038275057528
"81","PeteGallegoTX",1072453910,0.754842961664234
"82","RichardRubinDC",227790723,1.03822357080282
"83","jbouie",14190948,-2.36803334901078
"84","JessicaYellin",80638910,1.02455724378591
"85","DianeSawyer",282735852,0.674864815272275
"86","BlumenauerMedia",137823987,-0.465492272547663
"87","SteveDoocy",22055109,1.56417164982007
"88","RepKerryB",966442267,1.54224144673519
"89","HowardCoble",314335929,1.46496283932638
"90","SenLandrieu",413466731,0.401894015648599
"91","JenniferShutt",544378056,0.725359823843733
"92","LissandraVilla",470792609,1.10262000738605
"93","BillPressPod",40260612,-1.03708722563661
"94","nancycordes",21702539,1.09978091839653
"95","hsanchez128",56440142,1.24405951080426
"96","pw_cunningham",204599219,1.23720324224785
"97","ReutersZengerle",89220865,0.776129001518068
"98","HouseIntelComm",551195347,1.32882379714581
"99","ryanbeckwith",16459325,0.654793153488975
"100","arishapiro",37999041,-1.05946315882733
"101","sfpathe",550762459,1.05218267348598
"102","PostRoz",292549803,1.20011724176564
"103","congressorg",48115928,1.20761614668561
"104","NationalNOW",17789578,-2.05582578718928
"105","susanferrechio",173925279,1.40337878822739
"106","SteveWorks4You",1059240924,2.05224514702321
"107","WIRED",1344951,0.58573410271807
"108","bdomenech",14989516,1.49101929261652
"109","SharylAttkisson",203226736,1.38339618228987
"110","TwitterVideo",3282859598,-0.093206736549707
"111","NTU",15029174,1.40512846486939
"112","ChrisStirewalt",16097702,1.51248058659299
"113","JDiamond1",407396556,1.14793750673918
"114","amnestyusa",16153562,-1.28178106256361
"115","brianefallon",42995067,-0.510699640941063
"116","CSGV",33256849,-0.0855564603022199
"117","VICENews",1630896181,-0.971230663261461
"118","ArmyTimes",148878245,-2.34582130688957
"119","johnthune",26533227,2.36870331396713
"120","kayleighmcenany",259001548,1.58127416480346
"121","gatesfoundation",17899109,-1.40762541899357
