"","influencer.name","user_id","ideology.estimate"
"1",NA,NA,NA
"2","JECDems",116505994,0.0297855243053015
"3","AriMelber",15441965,0.88154803130057
"4","RepTipton",242873057,1.51812024823378
"5","RepBuddyCarter",2973870195,1.50627069018713
"6","MikeCrapo",600463589,1.23711538096206
"7","BettyMcCollum04",516880804,-0.71341755773942
"8","RepDwightEvans",90639372,-0.878959011196689
"9","RepMullin",1060370282,1.48700019198165
"10","deirdrekwalsh",103087786,1.21757142091864
"11","morningmika",18227519,0.892209174879592
"12","RepBrianHiggins",33576489,-0.886861487051567
"13","HASCDemocrats",74294786,0.462412046191095
"14","govkristinoem",235251868,1.59716945302631
"15","RepDavid",229197216,1.52037400908165
"16","LukeRussert",21220931,0.946033048557708
"17","RepRickCrawford",233693291,1.47775065125706
"18","markknoller",31127446,1.20987940767392
"19","RepStephenLynch",310310133,0.226179441548446
"20","RepMikeTurner",51228911,1.44396310446259
"21","RepDean",567508925,-0.732064281123976
"22","RepDeSaulnier",2968007206,-0.813692364685182
"23","davidaxelrod",244655353,0.55528758997736
"24","jonkarl",15931637,1.24174312202828
"25","RepSteveIsrael",20002401,-0.0758726741574956
"26","AFLCIO",10069612,-2.05167596773252
"27","JeffFortenberry",18805303,1.4408423453083
"28","SenatorEnzi",291756142,1.16256873372263
"29","repjimcooper",22523087,0.0479316114160613
"30","DonaldNorcross",3122099613,-0.582259595105675
"31","RepDaveJoyce",976969338,1.42098244990952
"32","KellyannePolls",471672239,1.41247167179274
"33","IngrahamAngle",50769180,1.34561153450643
"34","soledadobrien",26548315,1.50395513056187
"35","voxdotcom",2347049341,-0.0901097595238511
"36","NewDemCoalition",761783018,0.651675667065772
"37","replouiegohmert",22055226,1.65460930819498
"38","VernBuchanan",20467163,1.71721344718761
"39","MartinHeinrich",1099199839,0.258213190957986
"40","SenJohnHoeven",382791093,1.41307631245043
"41","tedcruz",23022687,1.87647929663846
"42","AustinScottGA08",234797704,1.4899570494143
"43","JudgeTedPoe",74198348,1.5937340423811
"44","USRepKeating",232992031,-0.145587846841296
"45","MarioDB",37094727,1.39529563504383
"46","RepWebster",281540744,1.59029484217446
"47","SenatorIsakson",78403308,1.41756352213195
"48","RepDannyDavis",789244177,-0.294584528427433
"49","SenatorFischer",1071402577,1.23357222900735
"50","SenatorWicker",264219447,1.46619253936923
"51","RepPaulCook",1074412920,1.56582346997592
"52","HSBCgop",2978291435,1.59310966626839
"53","RepLipinski",1009269193,0.898297279936543
"54","HouseAppropsGOP",301549400,1.45264638616643
"55","SenPatRoberts",75364211,1.46723716759152
"56","RepLaMalfa",1069124515,1.5744407218529
"57","ACLU",13393052,-1.23179698781596
"58","kevinomccarthy",15428227,1.74295011585018
"59","JoyAnnReid",49698134,0.801682509042983
"60","RepMikeCoffman",19407835,1.51247091295176
"61","repsandylevin",25781141,-0.802928578785998
"62","kyledcheney",23578274,1.22849155905511
"63","RepNewhouse",2930635215,1.42190563575965
"64","SenJackReed",486694111,0.496416130313634
"65","RepBrianBabin",2929491549,1.69478703985991
"66","StaceyPlaskett",2724095695,-1.19359843602117
"67","TransportDems",21684013,-0.832623670306016
"68","ZekeJMiller",21316253,1.15503538391129
"69","Elizabeth_Esty",1060984272,-0.84410356386269
"70","RepWalterJones",26778110,1.36694410676981
"71","DesJarlaisTN04",235312723,1.47942825048419
"72","Call_Me_Dutch",305620929,1.04822559111399
"73","RepTomRice",1058345042,1.54328682603224
"74","HomelandGOP",239964567,1.39571138514958
"75","Reince",20733972,1.61054101140646
"76","KFILE",326255267,0.861520227989695
"77","SenAngusKing",1068481578,1.08007755173213
"78","FaceTheNation",205392468,0.896192812741513
"79","RepJimRenacci",236916916,1.49155145835889
"80","ErikPaulsen",17513304,1.29516822059762
"81","MacTXPress",377534571,1.46657553126787
"82","RepHalRogers",550401754,1.45626302305008
"83","edhenry",16157855,1.4994228978949
"84","foxnewspolitics",16032925,1.41230828721905
"85","RepKenBuck",2862577383,1.61074286923567
"86","SenatorRisch",1096059529,1.40860585153866
"87","RepTomEmmer",2914515430,1.49488831742747
"88","ericawerner",33653195,1.24003797249106
"89","USRepGaryPalmer",2861616083,1.61998568715545
"90","GrahamBlog",14845376,1.56480350668674
"91","jeffzeleny",85131054,1.23032429435427
"92","RepJoeWilson",254082173,1.44806858477124
"93","HallieJackson",37590426,1.0658114665809
"94","mikedebonis",16753660,0.940437266587213
"95","JudgeCarter",18030431,1.56005261427472
"96","RepRWilliams",1077446982,1.50702222600678
"97","DavidMDrucker",104299137,1.33687234636798
"98","RepHolding",1058460818,1.49121772981282
"99","kevinyoder",252819642,1.47480084664353
"100","MZanona",45265448,1.1282043820777
"101","newtgingrich",20713061,1.43953861830128
"102","ShannonBream",18983793,1.49200053929493
"103","repdonnaedwards",82649553,-1.68969548569322
"104","RepChuck",235190657,1.60176760673995
"105","housesciencegop",23103488,1.28625839198266
"106","jonathanvswan",327862439,1.32551402632143
"107","kylegriffin1",32871086,-1.21420180119535
"108","jaredpolis",15361570,0.921527626318936
"109","danbalz",59676104,1.07952902026597
"110","RepPeteOlson",20053279,1.59116515610577
"111","RepJoeBarton",19929362,1.4921247317985
"112","CongPalazzo",299883942,1.58424221157317
"113","RepBost",2964877294,1.49646418653529
"114","TXRandy14",1058051748,1.55260013967026
"115","brithume",112047805,1.60508248320731
"116","HotlineJosh",21612122,1.28566173888003
"117","congbillposey",25086658,1.49802476247787
"118","RepScottPerry",18773159,1.5297416637496
"119","NARAL",17006036,-1.79900341434603
"120","elwasson",126401831,0.929765962119199
"121","LCVoters",20517132,0.475568559011259
"122","SenShelby",21111098,1.43344436133442
"123","Newsweek",2884771,0.135065645519825
"124","TODAYshow",7744592,0.694278414152577
"125","NAACP",44988185,0.1294810184183
"126","Everytown",250386727,-1.64385110877315
"127","RepHultgren",237814920,1.49227856310049
"128","HouseAdmnGOP",224391627,1.47239397638583
"129","RepLoudermilk",2914163523,1.5756148924303
"130","SenJoniErnst",2856787757,1.56176378497287
"131","AP_Politics",426802833,0.786522777652925
"132","NewYorker",14677919,-0.683088636044213
"133","JohnJHarwood",259395895,0.956870557516624
"134","Phil_Mattingly",104914594,1.25414377202095
"135","ChrisCuomo",22799750,1.33760571821625
"136","SierraClub",34113439,-1.54939397883023
"137","Raul_Labrador",246341769,1.37473108524289
"138","RepPeteKing",18277655,1.50803812965659
"139","ToddRokita",17544524,1.64900612121298
"140","JimInhofe",7270292,1.73928998676643
"141","RepChrisStewart",1072008757,1.50036106717163
"142","latimes",16664681,0.739361160258082
"143","NRO",19417492,1.69665361561739
"144","brianschatz",47747074,-0.688123930466359
"145","SEIU",14695985,-1.41474827268205
"146","HeardontheHill",28652194,1.40829472343075
"147","RepLouBarletta",239871673,1.30422807966695
"148","SenBillNelson",20597460,0.700840257646902
"149","jonathanweisman",21768766,0.841576382118216
"150","SupJaniceHahn",339852137,0.347143632038354
"151","SenatorBoxer",15442036,-0.908047875687758
"152","RepJasonSmith",1623308912,1.72257367593897
"153","MikeKellyPA",935368364,1.52533243900748
"154","ThisWeekABC",450941680,1.21127206110277
"155","nowthisnews",701725963,-0.748485540412123
"156","FoxNewsSunday",18805644,1.35403583212378
"157","RepAndyHarrisMD",960962340,1.49246852743588
"158","WashTimes",14662354,1.54459503082864
"159","McConnellPress",339822881,1.50182739339518
"160","aterkel",15727317,0.913302397026484
"161","RepLujanGrisham",1061385474,-0.620299848647972
"162","KenCalvert",22545491,1.52534979517779
"163","sendavidperdue",2863210809,1.503503232619
"164","AyannaPressley",31013444,-0.962910956608088
"165","RepGuthrie",1908143071,1.31471247650513
"166","ByronYork",47739450,1.25492644319796
"167","KellyAyotte",229592356,1.35096977964649
"168","CNNSitRoom",34310801,1.30877459779826
"169","RepScottRigell",221793778,1.3726597828698
"170","GreggHarper",23712174,1.5390984194
"171","SenRubioPress",229966028,1.53348840744051
"172","SenThomTillis",2964174789,1.32472108631462
"173","RepLaHood",3686482216,1.48145947205729
"174","SenatorBarb",132278386,-0.45922562745577
"175","Emma_Dumain",243337600,1.00401509698772
"176","kristinapet",189129306,1.31142704069283
"177","PolitiFact",8953122,0.838152981312241
"178","JimDeMint",9508922,1.76953731015829
"179","PPact",22162854,-1.41185458262662
"180","RepBrendanBoyle",231108733,-0.208747399855411
"181","paulkrugman",17006157,-1.2184562466387
"182","Randy_Forbes",15160884,1.34135829848023
"183","RepRobWoodall",2382685057,1.54577091114213
"184","RepBenMcAdams",196362083,1.01718752046
"185","PoliticsReid",12272322,0.744814629833583
"186","joshrogin",15766082,0.596518277273255
"187","ThePlumLineGS",20508720,0.687281838436922
"188","jimsciutto",22129280,0.952126617403622
"189","TeamCantor",5561412,1.60097010149245
"190","AlexNBCNews",163995093,1.0921455445582
"191","mmurraypolitics",92079350,-0.440729270915124
"192","jdawsey1",38936142,1.16159882823353
"193","sahilkapur",19847765,0.378111241463117
"194","sethmoulton",248495200,-0.313039461965139
"195","SecretaryFoxx",43920155,-0.297174396921812
"196","RepAlexMooney",2964526557,1.51185294139487
"197","RepJohnKatko",2966765501,1.26981785573278
"198","dnewhauser",13067732,1.17557236163721
"199","RepFrankLucas",242772524,1.46385180616161
"200","WSJPolitics",16311797,1.43960863787695
"201","hughhewitt",15075999,1.42655509412085
"202","NEWS_MAKER",14669951,1.64705340324145
"203","thereidout",205864193,-0.971669174342158
"204","donlemon",16051471,0.788257543634093
"205","MariaBartiromo",208155240,1.43832610660934
"206","MarkAmodeiNV2",402719755,1.62465359979383
"207","sarahnferris",191469176,0.769144419514867
