"","influencer.name","user_id","ideology.estimate"
"1",NA,NA,NA
"2","RepGrothman",2976606250,1.5116650040818
"3","ChrisJansing",238259855,0.763136737162732
"4","dsamuelsohn",15993122,1.10691890893586
"5","NRSC",5693842,1.77630165231291
"6","taxreformer",15075753,1.68841216511654
"7","OrrinHatch",18170310,1.46585028759172
"8","ASlavitt",1383272101,-1.7258574025141
"9","starsandstripes",9130702,0.613320814182146
"10","VFWHQ",22650398,1.24506154169208
"11","SecretaryKing44",44873497,-1.3267863175825
"12","JackKingston",36654245,1.47257189683584
"13","RepJBridenstine",1092757885,2.12945308928914
"14","SpecialReport",122207745,1.31607029144697
"15","RepRyanZinke",2953494478,1.39300556912335
"16","nataliewsj",14630267,1.01998224181244
"17","alexanderbolton",108985543,1.14894121853941
"18","lindsemcpherson",167511780,1.23651248151385
"19","MattLaslo",26607712,1.17843031418233
"20","AmbNikkiHaley",37666984,1.42323103280486
"21","WesleyLowery",14849562,0.0859804574119087
"22","RepChrisGibson",234937222,1.48433978167125
"23","RepRodBlum",2965083477,1.54795551082273
"24","GReschenthaler",4205133682,1.53785952496247
"25","SenatorRounds",2955485182,1.22660135858903
"26","MomsRising",15174710,0.600948140638372
"27","Redistrict",74820061,0.718091275946803
"28","NicolleDWallace",860555190,1.16861757404965
"29","SavannahGuthrie",52070270,0.852998646149283
"30","GovChristie",90484508,1.391211304018
"31","NPRextra",14062180,-1.1752285801249
"32","ACUConservative",56401482,1.6045742299865
"33","hrw",14700316,0.101434599594366
"34","woodruffbets",118245138,1.20979377137734
"35","SteveKornacki",44134773,1.11191234761791
"36","michellemalkin",15976697,1.69098759663305
"37","thenation",1947301,0.980243656317735
"38","iava",12296312,0.92643664971677
"39","connorobrienNH",190360266,1.0040803970559
"40","kelsey_snell",82151660,1.04571763999463
"41","sarahkliff",19734832,0.191125204364749
"42","OutFrontCNN",361342191,0.931725013016427
"43","GavinNewsom",11347122,0.485838352425928
"44","JonahDispatch",71627462,1.3717896900861
"45","CBSPolitics",18767699,1.23466152079423
"46","BenjySarlin",16006592,0.827836809661379
"47","BrookingsInst",151106990,0.691854666652659
"48","TexasTribAbby",121795745,1.0383453941524
"49","CAPAction",15554922,0.49144106004142
"50","BetoORourke",342863309,-0.00646544841445597
"51","BPC_Bipartisan",83932732,1.1040226345973
"52","RyanLizza",80617430,1.03893001843238
"53","jeneps",45399148,1.01931436081069
"54","dccc",14676022,-2.00880655346817
"55","CecileRichards",17011177,-1.9029759841022
"56","thehilltweets",26946495,1.35416298247277
"57","davidhogg111",1915033663,-0.590714051914172
"58","DelegateDonna",263815367,-0.791794921896854
"59","CFR_org",17469492,1.13354404767697
"60","WSJopinion",7228682,1.56927595517996
"61","BenSasse",1480852568,1.41884947065302
"62","FRCdc",18163042,1.58770264531906
"63","CWAUnion",28796289,0.531222017368052
"64","CahnEmily",18825339,0.982320995587318
"65","RepSmucker",41417564,1.6839366783787
"66","RepMarkTakai",2975350155,0.387468155514154
"67","NatlHeadStart",260396714,0.693805844342474
"68","bridgetbhc",474974313,1.05397275820331
"69","cbellantoni",15689503,1.01618690091906
"70","RealClearNews",20094138,1.17834211066353
"71","AllenWest",237403203,1.85793071112392
"72","emilyslist",63262233,-2.09644634368367
"73","TheRevAl",42389136,-1.15671359299192
"74","aseitzwald",82167518,0.835857828284072
"75","AlexWitt",23080711,0.559541099795762
"76","AAUW",19719380,1.33057989100402
"77","laurennfrench",42692687,0.749822850863366
"78","SenFranken",171968009,-0.905340057833176
"79","BobCusack",266830495,1.21870295827836
"80","MorningEdition",20150502,0.677348793914902
"81","AP_Planner",474232856,1.11095820839526
"82","AlexPappas",20957491,1.36569957679269
"83","alexwagner",54208274,0.295738250142149
"84","BernieSanders",216776631,-1.83285283438206
"85","JDBmsnbc",97503010,0.945036197120383
"86","lbarronlopez",55896443,0.948450764200499
"87","Robillard",163589845,0.987784535314749
"88","chakafattah",48086014,-0.754151975293247
"89","seanspicer",20776147,1.42880004296309
"90","RashidaTlaib",435331179,-1.85283425336298
"91","MoveOn",26657119,-1.6101110866644
"92","RebeccaBuck",17881467,1.07374215685877
"93","DanScavino",620571475,1.71100591679875
"94","propublica",14606079,-0.213787188545298
"95","AndrewDesiderio",427630477,0.941335841889534
"96","nwlc",16967845,-1.65492191866592
"97","mollyhooper",19216998,1.24776518124211
"98","nrlc",22170482,1.88594307963023
"99","jheil",14251225,0.610743247431172
"100","RichLowry",40116885,1.42353500177921
"101","DylanByers",236026761,1.01609747647591
"102","jonlovett",174110843,0.588036977624257
"103","ChelseaClinton",757303975,-1.4195004866881
"104","aaronschock",23951197,1.43238025141309
"105","EJDionne",453319164,0.518586262238827
"106","SenAmyKlobuchar",22044727,0.724106740628301
"107","CoralMDavenport",48075643,1.03020748945422
"108","CSIS",272019676,1.08981011240652
"109","RepTomMacArthur",2962994194,1.35986510933057
"110","SuzanneMalveaux",26083271,1.21142632544614
"111","EricTrump",39349894,1.52456032568787
"112","AriFleischer",35218566,1.37497045571889
"113","kimguilfoyle",25101996,1.35495302028661
"114","FT",18949452,0.579376810477467
"115","AFPhq",44209472,1.83520648468491
"116","tamronhall",21228708,-1.69239887949921
"117","joshtpm",21268897,0.329330764792102
"118","IBEW",18191927,-1.51308069183181
"119","Rep_Southerland",237781383,1.52285094431257
"120","Jim_Moran",47412499,-0.692676113072941
"121","CarolynBMaloney",119250381,0.0177034402803372
"122","GOPChairwoman",2353605901,1.67845433128166
"123","POLITICOPro",207660339,1.0496134275533
"124","NatUrbanLeague",21308157,-1.01252900935765
"125","alzassociation",21121491,0.919418899391999
"126","kelmej",16061946,0.983497775248033
"127","russellberman",106135104,1.08191659886693
"128","EWErickson",640893,1.76358786093128
"129","AmbRice44",19674502,-0.273564928996363
"130","capitalweather",15309804,1.05948558711731
"131","davecatanese",15901113,1.29427839090246
"132","Bencjacobs",218325695,1.07287987490269
"133","feliciasonmez",137466464,1.38796322896266
"134","SenateApprops",352534407,0.825759094796074
"135","EnergyGOP",82657929,1.3334809101229
"136","MIDaveTrott",2869746172,1.40311988080173
"137","March_for_Life",430130014,1.62100539045239
"138","benshapiro",17995040,1.93415645093693
"139","sarahdwire",15704971,1.09564320496259
"140","jpaceDC",28181835,0.920338501865269
"141","JessicaTaylor",93876666,1.19183646608658
"142","rolandsmartin",16116288,0.550166258524625
